username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,tentative,analytical,joy,confident,fear,anger
Shirley56733062,"love pianos, politics, animals , birds!  and parramatta eels, also swannies!","queensland, australia",62,483,67122,2018-02-16 03:13:44,2020-06-22 03:38:40,31,Raise your voice to call on world leaders to step up investments in the fight against COVID-19. ☝ One lucky action-taker will win a dedicated song from renowned pianist @lang_lang. Take action today! https://t.co/E57ahCjj59 #GlobalGoalUnite https://t.co/MFDeMLL2yK,[],['@lang_lang.'],raise voice call world leader step investment fight one lucky action-taker win dedicate song renowned pianist take action today,,"[{'score': 0.787877, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
cloutciara,scorpio♏️ sc: dropdeadciara,new york,853,284,3733,2015-11-28 23:19:33,2020-06-20 02:54:50,25296,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
BinksTweets,twitter user. 17-39 year old white male.,n.a,267,419,1270,2014-02-08 19:15:55,2020-06-22 03:39:59,8275,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
_velazquez23,misunderstood,"mission, tx",263,348,40956,2012-02-17 12:07:40,2020-06-23 01:27:00,44,NEWS RELEASE: COVID-19 takes the life of one more person in Hidalgo County; another 193 test positive for the virus https://t.co/84nJmt1y0Q,[],[],news release take life one person hidalgo county another test positive virus,,"[{'score': 0.56698, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
LibertyAndFree4,n.a,"miami beach, fl",248,51,16113,2017-07-02 21:46:17,2020-06-22 01:39:30,7790,"BREAKING UPDATE:  Florida sets another daily record with 4,671 new reported COVID-19 cases.",[],[],break update florida set another daily record new report case,,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
kissyxlou,choose love ♡,i love you 3000,405,186,3636,2017-09-01 16:47:32,2020-06-21 03:16:20,0,so i was in contact with someone who tested positive for the covid and i was like hey mom can u take me to get a test. because they do them at her work. and she literally said no. shes not letting me get tested. she thinks the virus is stupid. i think SHE is stupid.,[],[],contact someone test positive covid like hey mom take get test work literally say shes let get test think virus stupid think stupid,,"[{'score': 0.622013, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.736294, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,1.0
isaacmiba,"christian conservative, husband, father, grandfather and proud cuban american that grew up under a communist dictatorship. grateful to god and america!","florida, usa",582,262,6826,2009-07-05 22:08:49,2020-06-23 01:26:56,215,"Stop the fearmongering: Daily COVID-19 deaths in he U.S. have fallen dramatically since April, a trend that continued as state lockdowns were lifted. https://t.co/QLw5zH4sL9 via @reason",[],['@reason'],stop fearmongering daily death u.s fall dramatically since april trend continue state lockdown lift via,,"[{'score': 0.662865, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
GordonKent20,n.a,n.a,228,77,5642,2019-10-27 07:48:26,2020-06-22 01:40:42,1818,"Tory Minister Helen Whately just claimed that student nurses “aren’t providing a service.” 25,000 student nurses volunteered to help during Covid-19. After 10 weeks of clapping for the NHS, this is what they get?",[],[],tory minister helen whately claimed student nurse “aren’t provide service.” student nurse volunteer help week clap nhs get,"[{'sentence_id': 0, 'text': 'tory minister helen whately claimed student nurse “aren’t provide service.”', 'tones': []}, {'sentence_id': 1, 'text': 'student nurse volunteer help week clap nhs get', 'tones': [{'score': 0.635507, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]",[],,,,,,,
rachelvmcbride,"i’m 16, and the sun was in pisces on the day i was born ❣️ she/her","atlanta, ga",93,54,748,2019-10-01 04:04:17,2020-06-21 04:18:58,42733,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
PJ_Combo,a dude trying to git gud in fighting games. nsfw rts header by @mechags xrd: sol bb: ragna/susanoo unist: merkava psn: pj4901,sodium chloride,566,285,73855,2013-09-07 16:59:13,2020-06-23 01:26:33,46320,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
ISSAREEL,tech enthusiast + clothing designer + content creator + business man...,n.a,268,49,1840,2019-08-13 04:59:59,2020-06-22 02:13:27,39713,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
Resisti63283290,n.a,n.a,175,17,4611,2019-01-15 19:07:29,2020-06-22 01:39:53,0,"@realDonaldTrump @Yakallero74
·
14m
Can Donald Trump explain why Southern States like Florida, Georgia and Texas are showing an increase in Covid-19 cases? It should be worth noting that these states have Republican Governors.",[],"['@realDonaldTrump', '@Yakallero74']",donald trump explain southern state like florida georgia texas show increase case worth note state republican governor,,"[{'score': 0.825338, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Charliealici,elderly senile lady,"colorado, usa",4030,2694,120470,2010-09-29 17:03:19,2020-06-22 01:20:02,89,"My son, who is 28 and lives in Florida, is going to be tested for Covid 19.   He may have been exposed at work.  He is vigilant about wearing a mask and not taking dumb risks, but it is Florida, so....send prayers.  I'll keep you all up to date.",[],[],son live florida go test covid may expose work vigilant wear mask take dumb risk florida so....send prayer i'll keep date,,[],,,,,,,
gdspeedkristine,"big fan of bigfoot, florence welch, phoebe bridgers and little women, not necessarily in that order",n.a,68,41,479,2020-05-01 02:51:17,2020-06-23 01:08:43,40889,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
drhdickinson,think and write about range of public admin issues (and bradford city). prof public service research @unswcanberra and director @psresearchg. she/her,melbourne,3965,3451,16025,2009-03-31 10:43:30,2020-06-22 01:39:18,3,"I am worried about what COVID-19 means for the future of young women.

Here, we talk about the role of education in creating pathways for young women's economic futures.

Best solution?

Check out more 👇🏼👇🏽

@Ravn_Signe @BrenChurchill
 https://t.co/YPEB32aF71",[],"['@Ravn_Signe', '@BrenChurchill']","worried mean future young women.

here talk role education create pathway young women's economic futures.

best solution?

check 

","[{'sentence_id': 0, 'text': 'worried mean future young women.', 'tones': [{'score': 0.735745, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': ""here talk role education create pathway young women's economic futures."", 'tones': []}, {'sentence_id': 2, 'text': 'best solution?', 'tones': [{'score': 0.823603, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'check', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
MarsiSmith,"female trump support  @ murietta hot springs

⭐️ all maga welcome ⭐️

let’s unite for 
@realdonaldtrump🇺🇸

🇺🇸rt this.",united states,963,519,11548,2020-01-23 06:13:51,2020-06-20 02:56:06,139,"Second wave narrative inbound?
Who has close ties with China?
Who has the most to gain?
https://t.co/esdj2lDbfX",[],[],"second wave narrative inbound?
who close tie china?
who gain?
","[{'sentence_id': 0, 'text': 'second wave narrative inbound?', 'tones': []}, {'sentence_id': 1, 'text': 'who close tie china?', 'tones': [{'score': 0.501333, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'who gain?', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]",[],,,,,,,
ClarkGonna,n.a,n.a,110,48,6906,2019-02-24 21:44:41,2020-06-21 03:21:41,844,"The Trump hater mocking empty seats 40 minutes out, not understanding security checks and now corona virus checks
ENEMY OF THE PEOPLE
@realDonaldTrump #TulsaTrumpRally https://t.co/07z8HAvugI",[],['@realDonaldTrump'],"trump hater mock empty seat minute understand security check corona virus checks
enemy people
","[{'sentence_id': 0, 'text': 'trump hater mock empty seat minute understand security check corona virus checks', 'tones': [{'score': 0.941308, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'enemy people', 'tones': [{'score': 0.583295, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]","[{'score': 0.518557, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.98445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Proud_Sub_Vet,n.a,"virginia, usa",5,3,495,2016-10-06 01:13:26,2020-06-20 03:11:55,25992,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
EnclosedGarden,"abstract artist, illustrator, crafter, photographer, garden frequenter, bird mom, patriot 🇺🇸🇮🇱💖🦜🎨🦋🦚💐","sf bay area, ca",1279,326,1380,2008-08-28 01:12:44,2020-06-21 02:40:04,0,How the Chinese Communist Party (CCP) virus endangered the world https://t.co/xGzNabcGgS Please sign the petition to reject the CCP now!,[],[],chinese communist party ccp virus endanger world please sign petition reject ccp,,[],,,,,,,
wenotdoneyet,dark skin transgirl trying to survive all persons are accepted so accept me twitter is my escape from my life where i can come and be me without judgement,n.a,95,34,2090,2016-07-14 19:39:41,2020-06-21 03:13:42,1,"@imakrsh @britneylynn333 Hi black woman here been struggling lately due to the corona virus with bills and grocerys would appreciate the help my cashapp is $sexyshanie731 and my paypal is 
https://t.co/sqEa8U4dgz any thing helps🙏",[],"['@imakrsh', '@britneylynn333']",hi black woman struggle lately due corona virus bill grocery would appreciate help cashapp paypal thing help,,"[{'score': 0.584388, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
SStaplegun,small busniess owner. social entrepreneurship; wellness. feel good uplift society repair. founder of people for greenness. president of wollert residents group,"wollert, melbourne",257,75,4242,2018-05-12 09:03:14,2020-06-22 02:12:18,6,"From Stage 2 lockdown, through to last Thursday, we have been spending most weeknights talking to Australians about their C19 experience. We listened to their fears, hopes and outstanding resilience. The following is an insight into our many conversations

https://t.co/lElOUmScNC",[],[],"stage lockdown last thursday spending weeknight talk australian experience listen fear hop outstanding resilience follow insight many conversations

",,"[{'score': 0.732488, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.85365, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,1.0,
GoldmyneTV,"award-winning online tv channel with the best of news, movies, international shows & music.

email: info@goldmyne.tv","maryland, usa",9487,32147,111032,2012-06-17 08:12:14,2020-06-22 02:13:10,0,"Nigeria records 661 new cases of Coronavirus (COVID-19)

Nigeria Centre for Disease Control (NCDC) has recorded 661 new cases of Coronavirus (COVID-19) in Nigeria as the total active cases hits 19,808. https://t.co/cztWmLlkwR",[],[],nigeria record new case coronavirus centre disease control ncdc record new case coronavirus nigeria total active case hit,,"[{'score': 0.607025, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
