index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
102,Cellucci_Dan14,"bryant university '16
endicott college m.s. sport leadership '20
boston red sox player development
merrimack college baseball",n.a,210,38,130,2020-06-07 21:52:31,2020-06-22 02:31:17,109,There were about 40 positive Covid-19 tests last week alone among players and staff who’ve  been at MLB camps. The exact number of camps affected since spring training 1.0 ended isn’t known but it’s said to be more than 10. Little doubt Covid is the real threat to the MLB season.,[],[],positive test last week alone among player staff who’ve mlb camp exact number camp affect since spring training end isn’t know it’s say little doubt covid real threat mlb season,,"[{'score': 0.578704, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.508256, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,1.0,1.0,,,,
103,Andrew_Dornier,"husband, father of two boys, cpa, saints fan, lsu fan, houston dynamo fan, soccer, football, nba & tennis fan, born in nola, now living in texas","the woodlands, texas",993,54,3884,2013-01-10 04:40:22,2020-06-22 01:19:21,0,"@Jeff_Nowak Yep, Texas is seeing increasing positive cases of COVID-19 but I don’t have the hospitalizations numbers..do you? The graphic above is based US numbers.. Although positive cases have been going up, hospitalizations have been coming down since April. https://t.co/oZPA93F4BQ",[],['@Jeff_Nowak'],yep texas see increase positive case don’t hospitalization numbers..do graphic base number although positive case go hospitalization come since april,,"[{'score': 0.601815, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.842704, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,1.0
104,CathrinaAlyssa_,you’ll never shine if all you do is throw shade. ⛈ | dog mom. 🐾,n.a,134,186,31604,2012-08-01 23:20:27,2020-06-20 01:57:40,125,"As number of people tested passes 30,000 mark, another person has died from COVID-19. The death comes as 109 other residents tested positive for the virus bringing total number of known cases to 1,556.
 
Death involved a Pharr man in his 80s with underlying medical conditions. https://t.co/ngyeQ7piqu",[],[],"number people tested pass mark another person die death come resident test positive virus bring total number know case 
death involve pharr man underlie medical condition","[{'sentence_id': 0, 'text': 'number people tested pass mark another person die death come resident test positive virus bring total number know case ', 'tones': [{'score': 0.639801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.657939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.807868, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'death involve pharr man underlie medical condition', 'tones': []}]","[{'score': 0.662421, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.77494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.952663, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,1.0,,
105,akatewood,"lord, beer me strength // gsu writ/ling alum ‘20 // she/ her ♀",n.a,755,477,8071,2013-09-25 00:32:35,2020-06-23 01:28:50,45176,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
106,ChemicalsOil,n.a,n.a,34,108,16297,2018-07-07 17:57:13,2020-06-21 02:25:28,0,@Brett63 @soloyochapin @realDonaldTrump @GOP @WhiteHouse @DNC @JoeBiden @POTUS Tell that to the doctors and nurses and family members of 110000 + that lost their lives. ThenTrump didn't need people to sign agreements that they wouldn't sue him if they got the virus at COVID MAGSFEST ! AMERICA CAN'T BREATHE! VOTE!,[],"['@Brett63', '@soloyochapin', '@realDonaldTrump', '@GOP', '@WhiteHouse', '@DNC', '@JoeBiden', '@POTUS']",tell doctor nurse family member lose life thentrump need people sign agreement sue get virus covid magsfest america can't breathe vote,,"[{'score': 0.702092, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
107,bontrage,just believe we all live in this world together and need to take steps to save it.  be a resistor.  take our country back.  we the people.,centreville michigan ,1539,1289,37821,2012-11-16 00:24:53,2020-06-23 01:28:24,190,"Asian Americans: Please note that @realDonaldTrump's increasingly overt agenda is to make this nation white again

On the heels of reviving his xenophobic ""China virus"" framing for Covid, he's extending his green card ""pause"" &amp; blocking the work visas most commonly used by Asians https://t.co/FjN3RFjN10",[],"[""@realDonaldTrump's""]","asian american please note increasingly overt agenda make nation white again

on heel revive xenophobic china virus frame covid he's extend green card pause amp block work visa commonly use asian","[{'sentence_id': 0, 'text': 'asian american please note increasingly overt agenda make nation white again', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""on heel revive xenophobic china virus frame covid he's extend green card pause amp block work visa commonly use asian"", 'tones': []}]","[{'score': 0.513687, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
108,logang5903,lbss 2021,n.a,121,13,96,2020-01-05 21:07:25,2020-06-23 01:08:32,80,"We have the data

COVID is no deadlier than the seasonal flu and barely affects the young

We also now know asymptomatic people don’t spread the virus

I’m healthy, no symptoms, and don’t care if I catch it

Thus, I’m not wearing a damn facemask",[],[],"data

covid deadlier seasonal flu barely affect young

we also know asymptomatic people don’t spread virus

i’m healthy symptom don’t care catch it

thus i’m wear damn facemask","[{'sentence_id': 0, 'text': 'data', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'covid deadlier seasonal flu barely affect young', 'tones': [{'score': 0.818823, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'we also know asymptomatic people don’t spread virus', 'tones': [{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'i’m healthy symptom don’t care catch it', 'tones': [{'score': 0.614411, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thus i’m wear damn facemask', 'tones': [{'score': 0.624778, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]","[{'score': 0.842476, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.586281, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
109,tahiriwolf,mostly here just to keep up with other people. we'll see how it goes. ^__^,oregon,180,127,92834,2010-03-11 22:46:18,2020-06-23 01:08:25,260,".@realDonaldTrump said he slowed down testing, &amp; now there’s NEW information from @PattyMurray @SenSchumer that Trump admin has failed to distribute $14 BILLION in COVID-19 testing + contract tracing funds. While people are dying by the tens of thousands.
https://t.co/gpcO0uPHpF",[],"['@realDonaldTrump', '@PattyMurray', '@SenSchumer']","say slow test amp there’s new information trump admin fail distribute billion test contract trace fund people die ten thousands.
",,"[{'score': 0.720212, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
110,martingero,maximalist imagination monitizer #blindspot #thelovebirds #deception #darkmatter #lacomplex #boredtodeath #stargate #ypf #blessed insta: martingero,los angeles/toronto/new york,644,22341,1064,2009-03-03 17:10:58,2020-06-21 02:26:47,39,me on my way to crush racism after trump called corona virus “kung flu” at his rally 🥰 https://t.co/Ptiep4DLwD,[],[],way crush racism trump call corona virus “kung flu” rally,,[],,,,,,,
111,euzkera,"para ver temas en los que trabajo, ir al siguiente enlace:

https://t.co/urvyeowfkx",beatriz eugenia andrade iturribarría.,1374,3294,45070,2012-04-27 02:51:35,2020-06-22 03:37:58,114,"Indian hospital system claims Hydroxychloroquine works as a prophylactic. More than 4,300 doctors and health care workers were given HCQ, only 45 developed COVID-19 and all recovered. 

💥That's only ~1% infection among the most likely to catch COVID-19!

https://t.co/g9XurEb1k6",[],[],"indian hospital system claim hydroxychloroquine work prophylactic doctor health care worker give hcq develop recovered 

that's infection among likely catch","[{'sentence_id': 0, 'text': 'indian hospital system claim hydroxychloroquine work prophylactic doctor health care worker give hcq develop recovered ', 'tones': [{'score': 0.561387, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""that's infection among likely catch"", 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.630779, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
112,Lanacienta,"hen to pan.
the sun of nothing.",muy muy lejano,680,20,386,2018-04-07 16:05:07,2020-06-22 03:38:34,1220,"Covid-19 VS Global death due to various causes.

The six last months in one minute: https://t.co/QZJk4WLCwo",[],[],"global death due various causes.

the six last month one minute","[{'sentence_id': 0, 'text': 'global death due various causes.', 'tones': [{'score': 0.690491, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'the six last month one minute', 'tones': []}]","[{'score': 0.721941, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
113,kenneglide,"usaf retired, former air traffic controller",n.a,738,105,50234,2012-05-17 19:13:40,2020-06-22 03:41:01,29529,"Kentucky has used Covid-19 as an excuse to slash polling places for Tuesday’s vital primary to defeat #MitchMcConnell. There were 3500+. Now, there are 200. 

Jefferson County, where half the Black voters are, will have 1 polling place for 610,000+ voters.
https://t.co/mTJT1dSVP9",['mitchmcconnell'],[],"kentucky use excuse slash polling place tuesday’s vital primary defeat 

jefferson county half black voter poll place voters.
","[{'sentence_id': 0, 'text': 'kentucky use excuse slash polling place tuesday’s vital primary defeat ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'jefferson county half black voter poll place voters.', 'tones': []}]",[],,,,,,,
114,MotherMystic,"providence ri native, psychic, reiki master,   nectw high priestess, hypnotist, herbalist & aromatherapist.  patriots fan","üt: 41.847481,-71.483788",1117,1086,7603,2009-02-26 00:52:28,2020-06-23 01:26:38,26,"Indiana State University has created a mask that may stop airborne transmission of Covid by killing the virus on contact with mask. The mask uses batteries to create an electrical field that destroys the virus. Pretty cool huh?
https://t.co/1dxahD0nbS",[],[],"indiana state university create mask may stop airborne transmission covid kill virus contact mask mask use battery create electrical field destroy virus pretty cool huh?
",,"[{'score': 0.531165, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,1.0,
115,_sademonaee,snap: sademonaeee cashapp:sademonae,cstat ✈️,240,489,18376,2014-01-20 19:44:41,2020-06-23 01:28:09,45556,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
116,KatCoken123,"conservative, republican, christian, not a bot!!  #maga, #kag, #walkaway.   no dm’s. not on here for dating. married, child, therapist.",united states,7798,7779,41203,2017-03-31 22:12:03,2020-06-20 03:12:18,0,@ColonelDax1 @politico Colonel I see you blame the president for all the deaths in our country from the Covid virus. Can you please tell me why?? Can we have a civil conversation about this??,[],"['@ColonelDax1', '@politico']",colonel see blame president death country covid virus please tell civil conversation,,"[{'score': 0.564273, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
117,Abl3obj3ct,n.a,n.a,70,6,123,2009-11-18 23:58:07,2020-06-21 02:23:13,0,Is corona virus real ? Seriously? Florida doesnt think so ..,[],[],corona virus real seriously florida doesnt think,,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
118,lorna03,humanitarian. writer.,usa,1624,1117,28614,2009-04-17 17:09:10,2020-06-23 01:28:50,157,"@is_rufus @tplohetski @ddale8 Abbott, Cruz and Cornyn.

They all mocked the efforts to stop the spread of COVID-19.",[],"['@is_rufus', '@tplohetski', '@ddale8']","abbott cruz cornyn.

they mock effort stop spread","[{'sentence_id': 0, 'text': 'abbott cruz cornyn.', 'tones': []}, {'sentence_id': 1, 'text': 'they mock effort stop spread', 'tones': []}]",[],,,,,,,
119,RSSxve,नमस्ते सदा वत्सले मातृभूमे त्वया हिन्दुभूमे सुखं वर्धितोऽहम्।  महामंगले पुण्यभूमे त्वदर्थे  पतत्वेष कायो नमस्ते नमस्ते॥,"लखनऊ, भारत",5001,1567,53050,2011-08-21 19:55:05,2020-06-22 01:17:57,68,"India is playing the role as the ""pharmacy of the world"" during the COVID-19 pandemic with its vast experience and deep knowledge in medicine

https://t.co/ONz133c0TN",[],[],"india play role pharmacy world pandemic vast experience deep knowledge medicine

",,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
120,Lazzlazz31,n.a,n.a,136,34,45,2017-04-06 17:00:24,2020-06-22 01:21:50,0,"@DrTumisang "" You are our hope in times of despair""... These are the only words of encouragement I give to my friends and family infected with COVID 19. AKULALEKI but GOD WILL MAKE US WHOLE AGAIN",[],['@DrTumisang'],hope time despair word encouragement give friend family infect covid akulaleki god make whole,,"[{'score': 0.625037, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
