level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
283,1284,Jbel54372931,"wife to a wonderful husband, mommy to fur babies","illinois, usa",94,199,12663,2019-03-16 05:20:45,2020-06-21 03:12:27,6,"CNN is already up choosing to protect China and berate President Trump calling him a racist for calling covid the China Virus and Kung Flu.

They defend China over our Country, despicable.

They are run by Chinese interests, look at what they broadcast overseas.",[],[],"cnn already choose protect china berate president trump call racist call covid china virus kung flu.

they defend china country despicable.

they run chinese interest look broadcast overseas","{'tones': [{'score': 0.774302, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'cnn already choose protect china berate president trump call racist call covid china virus kung flu.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'they defend china country despicable.', 'tones': []}, {'sentence_id': 2, 'text': 'they run chinese interest look broadcast overseas', 'tones': []}]"
284,1285,Mritunjoykumar1,"🕉राष्ट्रवादी proud hindu🇮🇳जिन्दगी में कभी उदास मत होना,कभी किसी बात पर निराश मत होना, ये जिन्दगी एक संघर्ष है चलती रहेगी, कभी अपने जीने का अंदाज मत खोना !!🕉","patna,नयागाँव ,बेगूसराय,bihar",2831,1292,21572,2012-01-13 03:31:28,2020-06-21 02:34:37,235,"“Because of the Chinese virus what happened about 3 months ago—it looked like we were in big trouble, and we were and I got it back together.” Trump at Tulsa rally. American media most upset with term 'Chinese virus', calling DT a racist. Also shows the disconnect b/w media &amp; ppl",[],[],“because chinese virus happen month ago—it look like big trouble get back together.” trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl,"{'tones': [{'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': '“because chinese virus happen month ago—it look like big trouble get back together.”', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl', 'tones': []}]"
285,1286,dancin_in_dior,issa bad bitch party you cannot get in,n.a,194,81,14583,2018-09-02 14:46:36,2020-06-23 01:27:18,45995,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
286,1287,AsmaAjmal7,حب نفسك أولا,"punjab, pakistan",89,21,114,2019-01-22 09:26:43,2020-06-20 03:07:47,0,@DooryaaDahir Bhna tm  nightmares ki bat krti o I m not even sure about my existence baby every day I come up with a thought that today I might get corona virus Allah geee rehm kren plz😭😭😭,[],['@DooryaaDahir'],bhna tm nightmare ki bat krti even sure existence baby every day come think today might get corona virus allah geee rehm kren plz,{'tones': []},
287,1288,discosunrise,afroperuana. i like to think i’m fun 🏔💃🏾♋️💚👽 #defenddaca #diversifyoutdoors #blacklivesmatter,house music,799,790,22495,2012-01-04 22:25:09,2020-06-22 02:31:06,0,"Hi friends. One of my loved ones is hospitalized due to COVID-19. As we know, our system makes it hard to afford basic health care and time off. Please consider helping this lovely family while their strong, wonderful mom recovers RT ❤️ https://t.co/vhIW4cflSY",[],[],hi friends one love one hospitalize due know system make hard afford basic health care time please consider help lovely family strong wonderful mom recovers rt,"{'tones': [{'score': 0.699982, 'tone_id': 'joy', 'tone_name': 'Joy'}]}",
288,1289,jdpaulson13,"pennsylvania deplorable #trump2020 #draintheswamp #buildthewall  #americans1st i follow back trump supporters exclusively. no dm's, i don't read them, sorry.",n.a,7329,7011,23090,2013-11-10 14:12:55,2020-06-23 01:28:38,201,"I know good news doesn’t sell and will never make the evening news, but good news: coronavirus deaths continue to fall.  

Daily COVID-19 Deaths in the U.S. Have Fallen Dramatically Since April – https://t.co/1OcLJizCrt https://t.co/GTb5a02Feu",[],[],"know good news doesn’t sell never make even news good news coronavirus death continue fall 

daily death u.s fall dramatically since april","{'tones': [{'score': 0.645183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.926725, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'know good news doesn’t sell never make even news good news coronavirus death continue fall ', 'tones': [{'score': 0.502784, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.778622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'daily death u.s fall dramatically since april', 'tones': [{'score': 0.742226, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
289,1290,yoelalp,gt bme ‘21,n.a,59,66,155,2013-06-10 13:45:28,2020-06-23 01:27:50,45714,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
290,1291,pizzaririzza,hoping we can make this through.,n.a,736,960,30910,2013-03-02 10:08:03,2020-06-22 02:32:52,4249,"No COVID-19 surge if only the Duterte administration truly cared about saving lives, not saving face. #MassTestingNotMassArrests #JunkTerrorBill https://t.co/z1YxhLkzin",[],[],surge duterte administration truly care save life save face,"{'tones': [{'score': 0.553664, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
291,1292,sweeper53,n.a,united states,2808,2002,332122,2010-05-10 14:22:59,2020-06-22 01:40:45,2556,"Governors— we have data now that contact tracing &amp; testing REDUCE the spread of COVID-19.

It’s June 21. What are you going to do about it? https://t.co/xusAgY4JV1",[],[],governors— data contact trace amp test reduce spread june go,{'tones': []},
292,1293,ABNotCrazE,i’m too rich to be guilty,"miami, fl",220,49,6245,2020-01-23 17:37:10,2020-06-21 03:13:46,0,Corona virus you can catch the flu 😷,[],[],corona virus catch flu,{'tones': []},
293,1294,Mudgirl930,n.a,n.a,159,29,3948,2010-03-29 21:22:27,2020-06-20 02:57:39,25282,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
294,1295,JTArkhamRobin27,mexican-american/marvel and dc comics fan/watches youtube videos a lot/,n.a,207,72,12393,2012-10-19 21:22:42,2020-06-23 01:26:53,204,"I can’t believe how bad things are getting. Crime is at a all time high. Murders non stop in our cities. People don’t jobs, don’t have money can’t pay rent can’t eat. COVID-19 is spiking up again.

We need a goddamn break from this 2020 madness.",[],[],"can’t believe bad thing get crime time high murder non stop city people don’t job don’t money can’t pay rent can’t eat spike again.

we need goddamn break madness","{'tones': [{'score': 0.5438, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.817737, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'can’t believe bad thing get crime time high murder non stop city people don’t job don’t money can’t pay rent can’t eat spike again.', 'tones': []}, {'sentence_id': 1, 'text': 'we need goddamn break madness', 'tones': [{'score': 0.736676, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]"
295,1296,uncensoredfem,"progressive feminist, political & gadget junkie, activist, knitter, crafter, wife, mom & #nastywoman calling 💩 out as i see it. 👀","miami, fl",737,373,6046,2008-06-23 14:46:20,2020-06-21 03:12:07,0,@melissa_hinsch @MandaGallegos @TexanRussell @parscale @realDonaldTrump There’s already been 6 staffers that caught COVID. What are the chances that those staffers took precautions to not spread the virus while setting up this rally? Disinfected the arena? Did anything to mitigate the spread of their virus?,[],"['@melissa_hinsch', '@MandaGallegos', '@TexanRussell', '@parscale', '@realDonaldTrump']",there’s already staffer catch covid chance staffer take precaution spread virus set rally disinfect arena anything mitigate spread virus,"{'tones': [{'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
296,1297,AmyLavanchy,"my likes and interests are music, sports, movies/tv shows. pearl jam, u2, prince. tom brady, new england patriots. macgyver, the voice.",boston massachusetts,68,82,1885,2018-11-04 01:35:42,2020-06-23 01:09:17,0,@BQQuinn I had the Covid-19 test and it sucked but was so happy that it came back Negative. My nose felt weird for a few days but it's better now...I hope you get the same results that i did Negative.🤞 🤞,[],['@BQQuinn'],test suck happy come back negative nose felt weird day well now...i hope get result negative.🤞,"{'tones': [{'score': 0.775166, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
297,1298,star1965,frustrated 1930's movie star! the views expressed are mine and mine alone...,nyc,1514,961,183297,2009-05-14 01:47:24,2020-06-21 03:41:23,10490,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
298,1299,jlilithdoe,life has to win every day; death only needs to win once. make 2day matter! much love ✨💖✨ choose people who choose you❣️,n.a,79,16,903,2017-11-29 23:24:56,2020-06-23 01:28:25,0,@hotgarbagetake @NunyaBiz_84 @Ljafk @RepValDemings @thatgirlinsb The only reason ppl are receiving the extra $600/wkly is Covid-19.  Let’s see how many ppl “miraculously find” work after the extra money stops.,[],"['@hotgarbagetake', '@NunyaBiz_84', '@Ljafk', '@RepValDemings', '@thatgirlinsb']",reason ppl receive extra let’s see many ppl “miraculously find” work extra money stop,{'tones': []},
299,1300,ZluhanAlcides,desde muy antes de la pandemia ya usaba mascarilla......,n.a,57,16,2401,2018-09-05 21:31:11,2020-06-22 02:31:14,7,Mexico coronavirus: How covid-19 tore through Mexico City’s Central de Abasto market - The Washington Post https://t.co/UOAkl4xBai,[],[],mexico coronavirus tore mexico city’s central de abasto market washington post,{'tones': []},
300,1301,anua1118,n.a,n.a,415,94,6147,2018-09-04 09:44:40,2020-06-22 01:21:44,37,"My world turned upside down when on the 7th day, I developed sore throat. I immediately self-isolated to protect my family, but I was afraid I have already infected them. I visited another doctor that day, who prescribed some other medicines and a #Covid_19 RT-PCR test.

(5/n)",[],[],world turn upside day develop sore throat immediately self-isolated protect family afraid already infect visit another doctor day prescribe medicine rt-pcr,"{'tones': [{'score': 0.852908, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
301,1302,itsmeleehyewon,status ; no | 장수원💛🌻 전지우🖤⚡,n.a,1164,102,78061,2013-05-14 06:58:19,2020-06-23 01:08:29,17,"dear @official_DSP,

hiddens are exhausted of kard's lacking promotion. you guys care so much about internacional concerts and forget to promote them on their own country. if it wasn't covid 19, they would have a world tour AGAIN and jiwoo wouldn't go to good girl.
#PROMOTEKARD",[],"['@official_DSP,']","dear 

hiddens exhaust kard's lacking promotion guy care much internacional concert forget promote country covid would world tour jiwoo go good girl.
","{'tones': [{'score': 0.501509, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}","[{'sentence_id': 0, 'text': 'dear ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""hiddens exhaust kard's lacking promotion guy care much internacional concert forget promote country covid would world tour jiwoo go good girl."", 'tones': []}]"
302,1303,miracle_5514,politics. mental health. films. asoiaf. warren democrat.,kentucky,3597,398,63769,2009-06-22 11:55:01,2020-06-23 01:28:35,46,"Donald Trump demanded that his administration ""slow the testing down."" 

He put his own ego ahead of the health and safety of the American people. 

Now more than 120,000 have lost their lives to COVID-19.

We need a real leader. We need Joe Biden. https://t.co/etTVUBv8AY",[],[],"donald trump demand administration slow test 

he put ego ahead health safety american people 

now lose life need real leader need joe biden","{'tones': [{'score': 0.622897, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.878204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.79901, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'donald trump demand administration slow test ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'he put ego ahead health safety american people ', 'tones': [{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'now lose life need real leader need joe biden', 'tones': [{'score': 0.546007, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]"
