index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,joy,tentative,confident,analytical,fear,anger
5283,julia_elizarraz,n.a,n.a,44,3,306,2013-07-19 20:44:55,2020-06-21 04:05:52,339,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,,"[{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
5284,mfwooten1,"mother, lawyer, proud lgbtq, ebay seller, animal lover, science over spin, vote to live! 🌈🌊❄🇺🇸",www.beautyatyourtips.com,4998,3804,79851,2013-07-25 21:23:58,2020-06-21 03:37:13,683,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,,"[{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5285,mikeyangus,"i'm big fan of the wisconsin badgers and green bay packers, columbus blue jackets. just a big sports fan.",n.a,2165,998,258649,2010-12-16 22:42:28,2020-06-22 03:21:44,0,"Silver Confident in Restart: Commissioner believes in ‘bubble concept’ for season despite player concerns and spike in Florida COVID-19 cases (ESPN)

https://t.co/eQDYqigeP3",[],[],"silver confident restart commissioner believe ‘bubble concept’ season despite player concern spike florida case espn)

",,"[{'score': 0.69934, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5286,negracynbad,"writer, chef, stylist.",n.a,505,131,6313,2012-10-03 22:59:47,2020-06-23 01:27:41,95,"Rep. Ted Lieu on Pres. Trump using a racist term to refer to Covid-19: “I’m not a virus. We know that there has been an increased number of hate crimes against Asian Americans across America. ... We are now at about 1,900 hate crimes across the country since the pandemic began.” https://t.co/1FvRqO6YB3",[],[],rep ted lieu pres trump use racist term refer “i’m virus know increase number hate crime asian american across america hate crime across country since pandemic began.”,,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5287,TBigmt,no longer vibing,956,310,105,7233,2018-03-28 18:36:30,2020-06-20 02:56:47,140,"As number of people tested passes 30,000 mark, another person has died from COVID-19. The death comes as 109 other residents tested positive for the virus bringing total number of known cases to 1,556.
 
Death involved a Pharr man in his 80s with underlying medical conditions. https://t.co/ngyeQ7piqu",[],[],"number people tested pass mark another person die death come resident test positive virus bring total number know case 
death involve pharr man underlie medical condition","[{'sentence_id': 0, 'text': 'number people tested pass mark another person die death come resident test positive virus bring total number know case ', 'tones': [{'score': 0.639801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.657939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.807868, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'death involve pharr man underlie medical condition', 'tones': []}]","[{'score': 0.662421, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.77494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.952663, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,1.0,,
5288,allybaumgartner,"🌻 and though she be but little, she is fierce 🌻 🧶ig: @ shop.hookedonyou🧶 •she/her•",n.a,527,299,18391,2013-11-04 20:49:45,2020-06-21 02:26:38,0,"unpopular opinion but please go public if you’re COVID-19 positive. other people need to know if they’ve been exposed to the virus. they may be immunocompromised, they may have been in contact with someone who is immunocompromised. we need to look out for each other",[],[],unpopular opinion please go public you’re positive people need know they’ve expose virus may immunocompromised may contact someone immunocompromised need look,,"[{'score': 0.876534, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5289,alienpassing,16, he/she — ☭ blm acab ✿,61,24,1527,2018-07-09 02:02:24,2020-06-23 01:09:50,40533,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5290,Zach28150464,m.a. student in public pol. and adm. at northwestern university/ my opinions are my own and do not necc. represent those of any institution to which i'm affil.,n.a,106,28,652,2019-07-14 15:17:52,2020-06-22 03:40:42,0,"COVID-19, Take 9 https://t.co/Rh06UlaBaM via @YouTube",[],['@YouTube'],take via,,[],,,,,,,
5291,ChaosMaster42,"spriter, web comic maker, gamer, and all around artist.",n.a,853,246,168278,2013-12-22 06:31:46,2020-06-22 03:42:01,15755,"Trump was not telling a joke when he said he slowed down testing for COVID-19 to conceal its spread. No sensible person can watch the video and think he was joking. 

The President of the United States killed Americans in an effort to improve his election chances.",[],[],"trump tell joke say slow test conceal spread sensible person watch video think joke 

the president unite state kill american effort improve election chance","[{'sentence_id': 0, 'text': 'trump tell joke say slow test conceal spread sensible person watch video think joke ', 'tones': [{'score': 0.660937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'the president unite state kill american effort improve election chance', 'tones': [{'score': 0.562159, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5292,Endosage,multi-disciplinary designer: former acd at @deviantart & design lead @vidyit. chief creative at @murderloft. free agent. i make things and have opinions.,"orlando, fl",150,727,6456,2008-07-21 02:05:38,2020-06-23 01:27:49,0,"The media may have moved on, but remember...

Black lives matter.

There is no vaccine for COVID-19.

Protests are still happening.

Police are still using excessive force.

... and most importantly, YOU CAN STILL DO SOMETHING ABOUT IT.

Spread the word, donate, DO NOT go silent.",[],[],"medium may move remember...

black life matter.

there vaccine still happening.

police still use excessive force.

 importantly still something it.

spread word donate go silent","[{'sentence_id': 0, 'text': 'medium may move remember...', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'black life matter.', 'tones': [{'score': 0.550494, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 3, 'text': 'there vaccine still happening.', 'tones': []}, {'sentence_id': 4, 'text': 'police still use excessive force.', 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'importantly still something it.', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 6, 'text': 'spread word donate go silent', 'tones': []}]","[{'score': 0.504556, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.963083, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.833452, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,1.0,,
5293,PaganGMax10,🇺🇸grandmother of 10 souls 💙- working for a better america to leave behind #resist #biden2020,"nebraska, usa",903,560,3664,2020-04-17 20:46:57,2020-06-22 03:19:54,4160,"@realDonaldTrump it's un-Fox this tweet:
- Biden wasn't handling H1N1 response
- swine flu killed 12,469 over two years
- covid-19 has killed 118,000 in three months
- Obama gave you a pandemic playbook. you threw it away!
- because no black man is going to tell Dear Leader what to do",[],['@realDonaldTrump'],"un-fox tweet:
 biden handle response
 swine flu kill two years
 kill three months
 obama give pandemic playbook throw away!
 black man go tell dear leader","[{'sentence_id': 0, 'text': 'un-fox tweet:', 'tones': []}, {'sentence_id': 1, 'text': ' biden handle response', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': ' swine flu kill two years', 'tones': [{'score': 0.813895, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 3, 'text': ' kill three months', 'tones': [{'score': 0.533876, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': ' obama give pandemic playbook throw away!', 'tones': []}, {'sentence_id': 5, 'text': 'black man go tell dear leader', 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.788671, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5294,Skeez_Man,courage is the ability to act despite the presence of fear #fsualum #nolenation #dsp #heatnation #success #iturnup,n.a,1079,651,27822,2011-06-09 15:09:11,2020-06-22 03:39:06,26636,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5295,RajeevRumale,🙏🇮🇳🪔✌😷🕉️🙏,n.a,846,145,7753,2018-09-18 02:14:52,2020-06-22 03:42:28,0,"@Indsamachar Expect few most countries are struggling to contain COVID19,  however surprisingly China has won victory over CCP virus even after such wide spread infection in country.  Looks like Corona virus  has some soft corner towards mother land.",[],['@Indsamachar'],expect country struggle contain however surprisingly china victory ccp virus even wide spread infection country look like corona virus soft corner towards mother land,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.64763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
5296,MightyMousebb,"wife and mom of 2 always taught them stand up for what you believe in be strong and compassionate we are as one
 #theresistance we must stand together  democrat","california, usa",3060,2653,149331,2017-02-05 23:47:18,2020-06-21 02:41:08,9962,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
5297,drdavidsweet,reader. writer. incurable runaholic🏃🏻‍♂️ #barefootlunch,tokyo,412,428,1668,2015-03-18 02:12:01,2020-06-21 02:22:15,1,"Watch out for #covid19 even if you are young, #Tokyo #GoodPeople in #Japan!

Today’s morning Asahi (print) stats for new cases of #corona #virus yesterday:

39 new cases
18 are from ‘night workers’

And get this, of the 39, 17 are in their 30’s,  and 15 are in their 20’s!","['covid19', 'tokyo', 'goodpeople', 'japan']",[],"watch even young 

today’s morning asahi print stats new case new ‘night workers’

and get","[{'sentence_id': 0, 'text': 'watch even young ', 'tones': [{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'today’s morning asahi print stats new case new ‘night workers’', 'tones': [{'score': 0.65731, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'and get', 'tones': []}]","[{'score': 0.592321, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,,,
5298,SimiSilver,single mom of five amazing people. fighter to protect them even if family court is actually in the dark ages. passionate laser dentist. dog lover.,"ottawa, ontario",354,82,460,2014-07-21 17:28:34,2020-06-21 02:23:03,4951,"In the past two days, the Israel Institute for Biological Research (IIBR), has completed a groundbreaking scientific development, determining an antibody that neutralizes the corona virus (SARS-COV-2) 1/3",[],[],past two day israel institute biological research iibr complete groundbreaking scientific development determine antibody neutralizes corona virus,,[],,,,,,,
5299,European_blogs,association for the promotion of european economists.,"brussels, belgium and plovdiv, bulgaria",0,127,14453,2016-01-21 13:59:42,2020-06-23 01:28:41,0,"COVID-19: A backward step for gender equality 
      Stefania Fabrizio, Vivian Malta, Marina M. Tavares      20 June 2020  

            The COVID-19 crisis is depressing growth globally, and lockdown measures are causing widespread job losses. https://t.co/Z8effGrkgB",[],[],"backward step gender equality stefania fabrizio vivian malta marina tavares june 

 crisis depress growth globally lockdown measure cause widespread job loss","[{'sentence_id': 0, 'text': 'backward step gender equality stefania fabrizio vivian malta marina tavares june ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' crisis depress growth globally lockdown measure cause widespread job loss', 'tones': [{'score': 0.875394, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.792698, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.843513, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
